tripid,stationid,city,truckid,truck,date,wastetons
24439,43,Brasilia,144,Scania,2019-03-12,37.62
24438,97,Brasilia,120,Scania,2019-03-12,36.96
24437,71,Brasilia,125,Volvo,2019-03-12,30.90
24436,40,Brasilia,136,Scania,2019-03-12,35.57
24435,71,Brasilia,133,Volvo,2019-03-12,35.56
24434,77,Brasilia,160,Scania,2019-03-12,30.07
24433,46,Brasilia,168,Scania,2019-03-12,40.02
24432,71,Brasilia,126,Scania,2019-03-12,42.73
24431,77,Brasilia,152,Scania,2019-03-12,37.98
24430,77,Brasilia,152,Scania,2019-03-12,41.76
24429,40,Brasilia,136,Scania,2019-03-12,32.05
24428,43,Brasilia,144,Scania,2019-03-12,43.10
24427,40,Brasilia,136,Scania,2019-03-12,36.71
24426,43,Brasilia,145,Volvo,2019-03-12,31.00
24425,77,Brasilia,150,Scania,2019-03-12,35.89
24424,40,Brasilia,136,Scania,2019-03-12,40.96
24423,46,Brasilia,169,Volvo,2019-03-12,36.90
24422,40,Brasilia,136,Scania,2019-03-12,32.10
24421,43,Brasilia,145,Volvo,2019-03-12,39.50
24420,77,Brasilia,160,Scania,2019-03-12,30.09
24419,40,Brasilia,135,Volvo,2019-03-12,32.86
24418,77,Brasilia,150,Scania,2019-03-12,39.29
24417,77,Brasilia,160,Scania,2019-03-12,44.69
24416,77,Brasilia,150,Scania,2019-03-12,33.97
24415,71,Brasilia,125,Volvo,2019-03-12,43.21
24414,43,Brasilia,148,Scania,2019-03-12,33.31
24413,43,Brasilia,143,Volvo,2019-03-12,37.01
24412,40,Brasilia,135,Volvo,2019-03-12,30.64
24411,46,Brasilia,169,Volvo,2019-03-12,39.16
24410,46,Brasilia,161,Volvo,2019-03-12,39.72
24409,40,Brasilia,136,Scania,2019-03-12,33.37
24408,97,Brasilia,120,Scania,2019-03-12,38.92
24407,43,Brasilia,143,Volvo,2019-03-12,43.71
24406,46,Brasilia,169,Volvo,2019-03-12,30.43
24405,97,Brasilia,115,Volvo,2019-03-12,42.04
24404,43,Brasilia,148,Scania,2019-03-12,41.96
24403,77,Brasilia,157,Volvo,2019-03-12,44.29
24402,40,Brasilia,137,Volvo,2019-03-12,32.70
24401,71,Brasilia,130,Scania,2019-03-12,31.69
24400,97,Brasilia,115,Volvo,2019-03-12,33.74
24399,71,Brasilia,133,Volvo,2019-03-12,32.65
24398,77,Brasilia,160,Scania,2019-03-12,30.18
24397,40,Brasilia,134,Scania,2019-03-12,31.62
24396,77,Brasilia,157,Volvo,2019-03-12,44.25
24395,77,Brasilia,152,Scania,2019-03-12,43.77
24394,40,Brasilia,137,Volvo,2019-03-12,44.18
24393,46,Brasilia,161,Volvo,2019-03-12,33.67
24392,46,Brasilia,162,Scania,2019-03-12,30.80
24391,43,Brasilia,143,Volvo,2019-03-12,34.88
24390,71,Brasilia,126,Scania,2019-03-12,33.97
24389,43,Brasilia,145,Volvo,2019-03-12,42.35
24388,40,Brasilia,135,Volvo,2019-03-12,38.27
24690,86,Rio de Janeiro,255,Volvo,2019-03-12,44.13
24689,86,Rio de Janeiro,255,Volvo,2019-03-12,33.45
24688,32,Rio de Janeiro,286,Scania,2019-03-12,35.44
24687,31,Rio de Janeiro,283,Volvo,2019-03-12,34.05
24686,84,Rio de Janeiro,265,Volvo,2019-03-12,34.81
24685,32,Rio de Janeiro,288,Scania,2019-03-12,31.56
24684,57,Rio de Janeiro,274,Scania,2019-03-12,37.46
24683,84,Rio de Janeiro,261,Volvo,2019-03-12,39.09
24682,31,Rio de Janeiro,277,Volvo,2019-03-12,35.47
24681,31,Rio de Janeiro,283,Volvo,2019-03-12,35.74
24680,32,Rio de Janeiro,290,Scania,2019-03-12,40.07
24679,31,Rio de Janeiro,277,Volvo,2019-03-12,37.79
24678,31,Rio de Janeiro,280,Scania,2019-03-12,36.08
24677,86,Rio de Janeiro,251,Volvo,2019-03-12,30.93
24676,31,Rio de Janeiro,283,Volvo,2019-03-12,33.75
24675,84,Rio de Janeiro,265,Volvo,2019-03-12,33.34
24674,31,Rio de Janeiro,277,Volvo,2019-03-12,35.77
24673,86,Rio de Janeiro,252,Scania,2019-03-12,36.44
24672,57,Rio de Janeiro,275,Volvo,2019-03-12,44.24
24671,31,Rio de Janeiro,276,Scania,2019-03-12,37.58
24670,57,Rio de Janeiro,272,Scania,2019-03-12,32.38
24669,44,Rio de Janeiro,299,Volvo,2019-03-12,40.80
24668,32,Rio de Janeiro,291,Volvo,2019-03-12,34.18
24667,84,Rio de Janeiro,262,Scania,2019-03-12,38.38
24666,31,Rio de Janeiro,283,Volvo,2019-03-12,41.24
24665,57,Rio de Janeiro,270,Scania,2019-03-12,38.65
24664,84,Rio de Janeiro,261,Volvo,2019-03-12,43.94
24663,84,Rio de Janeiro,266,Scania,2019-03-12,32.53
24662,32,Rio de Janeiro,288,Scania,2019-03-12,42.93
24661,86,Rio de Janeiro,257,Volvo,2019-03-12,32.31
24660,86,Rio de Janeiro,255,Volvo,2019-03-12,34.27
24659,86,Rio de Janeiro,251,Volvo,2019-03-12,33.81
24658,31,Rio de Janeiro,277,Volvo,2019-03-12,34.69
24657,84,Rio de Janeiro,266,Scania,2019-03-12,38.11
24656,84,Rio de Janeiro,262,Scania,2019-03-12,41.37
24655,57,Rio de Janeiro,270,Scania,2019-03-12,30.40
24654,86,Rio de Janeiro,252,Scania,2019-03-12,33.47
24653,32,Rio de Janeiro,288,Scania,2019-03-12,35.75
24652,31,Rio de Janeiro,276,Scania,2019-03-12,37.56
24651,84,Rio de Janeiro,266,Scania,2019-03-12,32.29
24650,86,Rio de Janeiro,255,Volvo,2019-03-12,33.88
24649,84,Rio de Janeiro,261,Volvo,2019-03-12,33.62
24648,32,Rio de Janeiro,291,Volvo,2019-03-12,37.99
24647,31,Rio de Janeiro,276,Scania,2019-03-12,30.06
24646,44,Rio de Janeiro,298,Scania,2019-03-12,42.99
24645,44,Rio de Janeiro,301,Volvo,2019-03-12,43.23
24644,31,Rio de Janeiro,276,Scania,2019-03-12,39.20
24643,32,Rio de Janeiro,290,Scania,2019-03-12,32.28
24642,86,Rio de Janeiro,252,Scania,2019-03-12,34.69
24641,86,Rio de Janeiro,257,Volvo,2019-03-12,31.10
24640,32,Rio de Janeiro,291,Volvo,2019-03-12,38.74
24639,84,Rio de Janeiro,265,Volvo,2019-03-12,37.73
24638,57,Rio de Janeiro,272,Scania,2019-03-12,37.20
24637,57,Rio de Janeiro,272,Scania,2019-03-12,43.49
24636,32,Rio de Janeiro,288,Scania,2019-03-12,32.99
24635,31,Rio de Janeiro,280,Scania,2019-03-12,31.91
24938,44,Rio de Janeiro,299,Volvo,2019-03-13,40.98
24704,43,Brasilia,143,Volvo,2019-03-13,42.55
24937,57,Rio de Janeiro,275,Volvo,2019-03-13,37.15
24936,86,Rio de Janeiro,251,Volvo,2019-03-13,43.96
24935,31,Rio de Janeiro,276,Scania,2019-03-13,41.29
24934,84,Rio de Janeiro,261,Volvo,2019-03-13,40.62
24933,31,Rio de Janeiro,280,Scania,2019-03-13,42.06
24932,84,Rio de Janeiro,265,Volvo,2019-03-13,37.81
24931,84,Rio de Janeiro,266,Scania,2019-03-13,44.70
24930,31,Rio de Janeiro,277,Volvo,2019-03-13,37.64
24929,31,Rio de Janeiro,280,Scania,2019-03-13,35.92
24928,84,Rio de Janeiro,266,Scania,2019-03-13,42.25
24927,31,Rio de Janeiro,280,Scania,2019-03-13,34.62
24926,57,Rio de Janeiro,270,Scania,2019-03-13,40.91
24925,57,Rio de Janeiro,270,Scania,2019-03-13,43.31
24924,31,Rio de Janeiro,280,Scania,2019-03-13,31.06
24923,44,Rio de Janeiro,298,Scania,2019-03-13,33.03
24922,31,Rio de Janeiro,280,Scania,2019-03-13,37.83
24921,86,Rio de Janeiro,255,Volvo,2019-03-13,34.99
24920,84,Rio de Janeiro,261,Volvo,2019-03-13,33.15
24919,84,Rio de Janeiro,262,Scania,2019-03-13,37.17
24918,19,Sao Paulo,233,Volvo,2019-03-13,36.53
24917,21,Sao Paulo,246,Scania,2019-03-13,33.70
24916,83,Sao Paulo,217,Volvo,2019-03-13,35.07
24915,21,Sao Paulo,240,Scania,2019-03-13,42.14
24914,21,Sao Paulo,246,Scania,2019-03-13,36.43
24913,19,Sao Paulo,230,Scania,2019-03-13,35.76
24912,21,Sao Paulo,240,Scania,2019-03-13,33.07
24911,83,Sao Paulo,229,Volvo,2019-03-13,34.47
24910,21,Sao Paulo,245,Volvo,2019-03-13,43.90
24909,19,Sao Paulo,238,Scania,2019-03-13,32.34
24908,19,Sao Paulo,233,Volvo,2019-03-13,37.87
24907,21,Sao Paulo,245,Volvo,2019-03-13,40.12
24906,83,Sao Paulo,229,Volvo,2019-03-13,39.19
24905,21,Sao Paulo,245,Volvo,2019-03-13,38.02
24904,21,Sao Paulo,245,Volvo,2019-03-13,38.77
24903,19,Sao Paulo,238,Scania,2019-03-13,44.62
24902,83,Sao Paulo,217,Volvo,2019-03-13,30.38
24901,21,Sao Paulo,244,Scania,2019-03-13,44.14
24900,19,Sao Paulo,233,Volvo,2019-03-13,40.85
24899,19,Sao Paulo,232,Scania,2019-03-13,41.08
24898,19,Sao Paulo,238,Scania,2019-03-13,35.09
24897,21,Sao Paulo,240,Scania,2019-03-13,38.01
24896,19,Sao Paulo,230,Scania,2019-03-13,30.56
24895,83,Sao Paulo,217,Volvo,2019-03-13,38.52
24894,83,Sao Paulo,229,Volvo,2019-03-13,41.15
24893,19,Sao Paulo,230,Scania,2019-03-13,34.41
24892,21,Sao Paulo,245,Volvo,2019-03-13,34.46
24891,83,Sao Paulo,229,Volvo,2019-03-13,44.21
24890,21,Sao Paulo,240,Scania,2019-03-13,30.02
24889,83,Sao Paulo,217,Volvo,2019-03-13,31.50
24888,83,Sao Paulo,229,Volvo,2019-03-13,35.79
24887,83,Sao Paulo,217,Volvo,2019-03-13,34.83
24886,21,Sao Paulo,245,Volvo,2019-03-13,39.66
24885,19,Sao Paulo,233,Volvo,2019-03-13,36.79
24884,19,Sao Paulo,233,Volvo,2019-03-13,33.43
24883,19,Sao Paulo,233,Volvo,2019-03-13,39.57
24882,19,Sao Paulo,232,Scania,2019-03-13,33.95
24881,19,Sao Paulo,233,Volvo,2019-03-13,31.11
24880,19,Sao Paulo,232,Scania,2019-03-13,41.21
24879,19,Sao Paulo,230,Scania,2019-03-13,39.87
24878,83,Sao Paulo,217,Volvo,2019-03-13,42.44
24877,21,Sao Paulo,244,Scania,2019-03-13,31.08
24876,21,Sao Paulo,246,Scania,2019-03-13,39.58
24875,21,Sao Paulo,244,Scania,2019-03-13,40.35
24874,83,Sao Paulo,229,Volvo,2019-03-13,42.64
24873,83,Sao Paulo,217,Volvo,2019-03-13,43.29
24872,83,Sao Paulo,217,Volvo,2019-03-13,35.48
24871,21,Sao Paulo,240,Scania,2019-03-13,34.45
24870,19,Sao Paulo,233,Volvo,2019-03-13,44.38
24869,83,Sao Paulo,229,Volvo,2019-03-13,43.58
24868,19,Sao Paulo,230,Scania,2019-03-13,35.27
24867,83,Sao Paulo,229,Volvo,2019-03-13,41.21
24866,83,Sao Paulo,217,Volvo,2019-03-13,39.07
24865,83,Sao Paulo,217,Volvo,2019-03-13,32.57
24864,21,Sao Paulo,245,Volvo,2019-03-13,30.25
24863,19,Sao Paulo,232,Scania,2019-03-13,34.95
24862,21,Sao Paulo,240,Scania,2019-03-13,41.14
24861,19,Sao Paulo,230,Scania,2019-03-13,36.63
24860,21,Sao Paulo,244,Scania,2019-03-13,36.50
24859,83,Sao Paulo,217,Volvo,2019-03-13,39.06
24858,21,Sao Paulo,240,Scania,2019-03-13,33.75
24857,83,Sao Paulo,229,Volvo,2019-03-13,44.47
24856,21,Sao Paulo,246,Scania,2019-03-13,42.36
24855,19,Sao Paulo,238,Scania,2019-03-13,36.32
24854,83,Sao Paulo,217,Volvo,2019-03-13,33.95
24853,19,Sao Paulo,232,Scania,2019-03-13,31.69
24852,83,Sao Paulo,217,Volvo,2019-03-13,43.38
24851,83,Sao Paulo,217,Volvo,2019-03-13,42.42
24850,83,Sao Paulo,229,Volvo,2019-03-13,39.52
24849,83,Sao Paulo,217,Volvo,2019-03-13,30.12
24848,21,Sao Paulo,246,Scania,2019-03-13,35.80
24847,19,Sao Paulo,233,Volvo,2019-03-13,34.52
24846,19,Sao Paulo,233,Volvo,2019-03-13,38.72
24845,83,Sao Paulo,229,Volvo,2019-03-13,35.95
24844,19,Sao Paulo,233,Volvo,2019-03-13,34.82
24843,19,Sao Paulo,238,Scania,2019-03-13,38.68
24842,82,Salvador,211,Volvo,2019-03-13,44.22
24841,47,Salvador,179,Volvo,2019-03-13,40.63
24840,48,Salvador,184,Scania,2019-03-13,34.34
24839,47,Salvador,170,Scania,2019-03-13,31.40
24838,47,Salvador,178,Scania,2019-03-13,35.25
24837,81,Salvador,191,Volvo,2019-03-13,42.03
24836,81,Salvador,198,Scania,2019-03-13,33.81
24835,82,Salvador,213,Volvo,2019-03-13,30.44
24834,48,Salvador,189,Volvo,2019-03-13,45.00
24833,47,Salvador,170,Scania,2019-03-13,32.68
24832,48,Salvador,189,Volvo,2019-03-13,41.79
24831,47,Salvador,178,Scania,2019-03-13,32.60
24830,48,Salvador,188,Scania,2019-03-13,30.69
24829,82,Salvador,211,Volvo,2019-03-13,31.19
24828,81,Salvador,198,Scania,2019-03-13,43.49
24827,48,Salvador,182,Scania,2019-03-13,36.72
24826,47,Salvador,178,Scania,2019-03-13,32.37
24825,81,Salvador,194,Scania,2019-03-13,30.12
24824,82,Salvador,213,Volvo,2019-03-13,32.90
24823,82,Salvador,211,Volvo,2019-03-13,33.18
24822,48,Salvador,182,Scania,2019-03-13,36.38
24821,81,Salvador,192,Scania,2019-03-13,40.28
24820,47,Salvador,178,Scania,2019-03-13,43.06
24819,48,Salvador,189,Volvo,2019-03-13,30.49
24818,81,Salvador,194,Scania,2019-03-13,39.65
24817,47,Salvador,178,Scania,2019-03-13,40.90
24816,48,Salvador,189,Volvo,2019-03-13,39.90
24815,82,Salvador,213,Volvo,2019-03-13,42.47
24814,48,Salvador,188,Scania,2019-03-13,30.47
24813,48,Salvador,189,Volvo,2019-03-13,36.30
24812,82,Salvador,213,Volvo,2019-03-13,39.44
24811,47,Salvador,179,Volvo,2019-03-13,40.25
24810,47,Salvador,170,Scania,2019-03-13,34.45
24809,81,Salvador,191,Volvo,2019-03-13,31.36
24808,81,Salvador,194,Scania,2019-03-13,36.43
24807,47,Salvador,178,Scania,2019-03-13,30.74
24806,48,Salvador,182,Scania,2019-03-13,31.60
24805,48,Salvador,188,Scania,2019-03-13,44.95
24804,48,Salvador,182,Scania,2019-03-13,32.05
24803,82,Salvador,211,Volvo,2019-03-13,37.62
24802,47,Salvador,170,Scania,2019-03-13,33.95
24801,48,Salvador,188,Scania,2019-03-13,40.39
24800,47,Salvador,170,Scania,2019-03-13,38.89
24799,48,Salvador,184,Scania,2019-03-13,34.79
24798,48,Salvador,184,Scania,2019-03-13,41.43
24797,48,Salvador,184,Scania,2019-03-13,41.28
24796,47,Salvador,178,Scania,2019-03-13,31.33
24795,81,Salvador,194,Scania,2019-03-13,42.62
24794,48,Salvador,182,Scania,2019-03-13,30.83
24793,82,Salvador,213,Volvo,2019-03-13,38.36
24792,81,Salvador,194,Scania,2019-03-13,31.90
24791,81,Salvador,192,Scania,2019-03-13,31.23
24790,47,Salvador,179,Volvo,2019-03-13,40.61
24789,48,Salvador,188,Scania,2019-03-13,36.91
24788,47,Salvador,178,Scania,2019-03-13,33.04
24787,48,Salvador,189,Volvo,2019-03-13,33.33
24786,47,Salvador,179,Volvo,2019-03-13,39.98
24785,48,Salvador,188,Scania,2019-03-13,42.34
24784,82,Salvador,213,Volvo,2019-03-13,34.24
24783,48,Salvador,182,Scania,2019-03-13,30.54
24782,48,Salvador,184,Scania,2019-03-13,44.51
24781,48,Salvador,189,Volvo,2019-03-13,31.82
24780,48,Salvador,189,Volvo,2019-03-13,37.03
24779,81,Salvador,191,Volvo,2019-03-13,33.25
24778,48,Salvador,189,Volvo,2019-03-13,43.40
24777,47,Salvador,179,Volvo,2019-03-13,33.66
24776,47,Salvador,179,Volvo,2019-03-13,42.27
24775,47,Salvador,170,Scania,2019-03-13,37.58
24774,81,Salvador,192,Scania,2019-03-13,39.87
24773,81,Salvador,192,Scania,2019-03-13,38.38
24772,47,Salvador,178,Scania,2019-03-13,37.62
24771,82,Salvador,213,Volvo,2019-03-13,44.78
24770,48,Salvador,182,Scania,2019-03-13,32.23
24769,47,Salvador,178,Scania,2019-03-13,39.03
24768,81,Salvador,198,Scania,2019-03-13,36.08
24767,47,Salvador,170,Scania,2019-03-13,43.10
24766,43,Brasilia,144,Scania,2019-03-13,42.96
24765,46,Brasilia,168,Scania,2019-03-13,41.66
24764,46,Brasilia,162,Scania,2019-03-13,40.36
24763,77,Brasilia,152,Scania,2019-03-13,41.03
24762,71,Brasilia,130,Scania,2019-03-13,30.29
24761,97,Brasilia,122,Scania,2019-03-13,34.67
24760,97,Brasilia,120,Scania,2019-03-13,38.02
24759,97,Brasilia,120,Scania,2019-03-13,34.32
24758,97,Brasilia,120,Scania,2019-03-13,44.56
24757,43,Brasilia,148,Scania,2019-03-13,44.99
24756,97,Brasilia,120,Scania,2019-03-13,40.08
24755,71,Brasilia,125,Volvo,2019-03-13,37.57
24754,43,Brasilia,145,Volvo,2019-03-13,43.07
24753,40,Brasilia,137,Volvo,2019-03-13,30.38
24752,77,Brasilia,157,Volvo,2019-03-13,32.08
24751,46,Brasilia,168,Scania,2019-03-13,44.17
24750,77,Brasilia,160,Scania,2019-03-13,44.63
24749,46,Brasilia,168,Scania,2019-03-13,30.45
24748,77,Brasilia,150,Scania,2019-03-13,30.62
24747,46,Brasilia,169,Volvo,2019-03-13,39.43
24746,40,Brasilia,134,Scania,2019-03-13,36.52
24745,97,Brasilia,122,Scania,2019-03-13,40.57
24744,40,Brasilia,137,Volvo,2019-03-13,30.78
24743,40,Brasilia,134,Scania,2019-03-13,32.44
24742,97,Brasilia,120,Scania,2019-03-13,43.06
24741,46,Brasilia,162,Scania,2019-03-13,42.57
24740,77,Brasilia,152,Scania,2019-03-13,32.01
24739,40,Brasilia,134,Scania,2019-03-13,39.81
24738,97,Brasilia,121,Volvo,2019-03-13,37.22
24737,40,Brasilia,134,Scania,2019-03-13,31.47
24736,71,Brasilia,125,Volvo,2019-03-13,41.78
24735,77,Brasilia,150,Scania,2019-03-13,39.11
24734,46,Brasilia,162,Scania,2019-03-13,39.93
24733,97,Brasilia,122,Scania,2019-03-13,34.59
24732,46,Brasilia,168,Scania,2019-03-13,43.79
24731,43,Brasilia,144,Scania,2019-03-13,36.97
24730,43,Brasilia,143,Volvo,2019-03-13,33.65
24729,97,Brasilia,122,Scania,2019-03-13,38.26
24728,43,Brasilia,148,Scania,2019-03-13,31.93
24727,46,Brasilia,169,Volvo,2019-03-13,37.40
24726,43,Brasilia,144,Scania,2019-03-13,42.08
24725,43,Brasilia,144,Scania,2019-03-13,37.98
24724,71,Brasilia,125,Volvo,2019-03-13,41.68
24723,77,Brasilia,152,Scania,2019-03-13,31.95
24722,97,Brasilia,121,Volvo,2019-03-13,30.67
24721,46,Brasilia,162,Scania,2019-03-13,44.85
24720,43,Brasilia,148,Scania,2019-03-13,31.83
24719,97,Brasilia,115,Volvo,2019-03-13,44.17
24718,97,Brasilia,115,Volvo,2019-03-13,31.96
24717,71,Brasilia,125,Volvo,2019-03-13,43.87
24716,43,Brasilia,144,Scania,2019-03-13,35.58
24715,77,Brasilia,150,Scania,2019-03-13,43.53
24714,77,Brasilia,150,Scania,2019-03-13,33.55
24713,71,Brasilia,126,Scania,2019-03-13,41.93
24712,43,Brasilia,148,Scania,2019-03-13,35.30
24711,97,Brasilia,115,Volvo,2019-03-13,42.48
24710,46,Brasilia,162,Scania,2019-03-13,32.93
24709,46,Brasilia,162,Scania,2019-03-13,32.68
24708,46,Brasilia,169,Volvo,2019-03-13,33.85
24707,46,Brasilia,168,Scania,2019-03-13,41.14
24706,71,Brasilia,125,Volvo,2019-03-13,40.07
24705,71,Brasilia,130,Scania,2019-03-13,36.45
24703,43,Brasilia,148,Scania,2019-03-13,39.67
24702,77,Brasilia,160,Scania,2019-03-13,39.76
24701,43,Brasilia,145,Volvo,2019-03-13,38.18
24700,77,Brasilia,160,Scania,2019-03-13,38.61
24699,40,Brasilia,136,Scania,2019-03-13,43.80
24698,71,Brasilia,133,Volvo,2019-03-13,44.08
24697,97,Brasilia,120,Scania,2019-03-13,41.96
24696,97,Brasilia,122,Scania,2019-03-13,37.49
24695,46,Brasilia,169,Volvo,2019-03-13,39.05
24694,77,Brasilia,150,Scania,2019-03-13,35.95
24693,43,Brasilia,143,Volvo,2019-03-13,30.27
24692,46,Brasilia,168,Scania,2019-03-13,44.30
24691,71,Brasilia,125,Volvo,2019-03-13,33.62
24994,86,Rio de Janeiro,252,Scania,2019-03-13,35.91
24993,86,Rio de Janeiro,255,Volvo,2019-03-13,38.33
24992,32,Rio de Janeiro,291,Volvo,2019-03-13,31.34
24991,86,Rio de Janeiro,252,Scania,2019-03-13,42.81
24990,44,Rio de Janeiro,297,Volvo,2019-03-13,44.53
24989,31,Rio de Janeiro,280,Scania,2019-03-13,36.06
24988,57,Rio de Janeiro,274,Scania,2019-03-13,31.71
24987,31,Rio de Janeiro,277,Volvo,2019-03-13,32.26
24986,57,Rio de Janeiro,270,Scania,2019-03-13,33.73
24985,86,Rio de Janeiro,255,Volvo,2019-03-13,36.95
24984,86,Rio de Janeiro,255,Volvo,2019-03-13,41.85
24983,32,Rio de Janeiro,286,Scania,2019-03-13,36.69
24982,31,Rio de Janeiro,283,Volvo,2019-03-13,31.16
24981,57,Rio de Janeiro,274,Scania,2019-03-13,40.09
24980,44,Rio de Janeiro,299,Volvo,2019-03-13,41.14
24979,57,Rio de Janeiro,275,Volvo,2019-03-13,31.46
24978,84,Rio de Janeiro,265,Volvo,2019-03-13,31.44
24977,44,Rio de Janeiro,301,Volvo,2019-03-13,35.90
24976,86,Rio de Janeiro,257,Volvo,2019-03-13,30.02
24975,44,Rio de Janeiro,298,Scania,2019-03-13,41.49
24974,57,Rio de Janeiro,272,Scania,2019-03-13,41.68
24973,44,Rio de Janeiro,299,Volvo,2019-03-13,33.67
24972,84,Rio de Janeiro,266,Scania,2019-03-13,36.25
24971,32,Rio de Janeiro,291,Volvo,2019-03-13,44.87
24970,31,Rio de Janeiro,277,Volvo,2019-03-13,41.80
24969,84,Rio de Janeiro,261,Volvo,2019-03-13,41.87
24968,84,Rio de Janeiro,261,Volvo,2019-03-13,32.44
24967,57,Rio de Janeiro,275,Volvo,2019-03-13,40.74
24966,31,Rio de Janeiro,280,Scania,2019-03-13,43.56
24965,57,Rio de Janeiro,272,Scania,2019-03-13,43.53
24964,86,Rio de Janeiro,252,Scania,2019-03-13,33.58
24963,86,Rio de Janeiro,257,Volvo,2019-03-13,31.14
24962,32,Rio de Janeiro,288,Scania,2019-03-13,37.17
24961,57,Rio de Janeiro,275,Volvo,2019-03-13,39.42
24960,32,Rio de Janeiro,288,Scania,2019-03-13,33.12
24959,84,Rio de Janeiro,266,Scania,2019-03-13,41.16
24958,57,Rio de Janeiro,272,Scania,2019-03-13,31.43
24957,32,Rio de Janeiro,288,Scania,2019-03-13,33.57
24956,84,Rio de Janeiro,261,Volvo,2019-03-13,40.92
24955,84,Rio de Janeiro,262,Scania,2019-03-13,43.24
24954,32,Rio de Janeiro,291,Volvo,2019-03-13,37.21
24953,57,Rio de Janeiro,270,Scania,2019-03-13,32.92
24952,84,Rio de Janeiro,266,Scania,2019-03-13,36.32
24951,32,Rio de Janeiro,286,Scania,2019-03-13,31.25
24950,44,Rio de Janeiro,299,Volvo,2019-03-13,33.73
24949,86,Rio de Janeiro,255,Volvo,2019-03-13,31.58
24948,84,Rio de Janeiro,261,Volvo,2019-03-13,34.13
24947,44,Rio de Janeiro,297,Volvo,2019-03-13,35.70
24946,44,Rio de Janeiro,298,Scania,2019-03-13,33.75
24945,84,Rio de Janeiro,261,Volvo,2019-03-13,39.45
24944,84,Rio de Janeiro,262,Scania,2019-03-13,38.62
24943,32,Rio de Janeiro,288,Scania,2019-03-13,38.57
24942,44,Rio de Janeiro,299,Volvo,2019-03-13,31.84
24941,57,Rio de Janeiro,274,Scania,2019-03-13,36.13
24940,32,Rio de Janeiro,286,Scania,2019-03-13,31.06
24939,32,Rio de Janeiro,291,Volvo,2019-03-13,41.61
25242,57,Rio de Janeiro,272,Scania,2019-03-14,36.67
25114,81,Salvador,192,Scania,2019-03-14,41.45
25241,86,Rio de Janeiro,257,Volvo,2019-03-14,39.72
25240,84,Rio de Janeiro,261,Volvo,2019-03-14,34.61
25239,86,Rio de Janeiro,251,Volvo,2019-03-14,36.91
25238,31,Rio de Janeiro,277,Volvo,2019-03-14,36.65
25237,57,Rio de Janeiro,274,Scania,2019-03-14,32.31
25236,44,Rio de Janeiro,298,Scania,2019-03-14,35.48
25235,44,Rio de Janeiro,298,Scania,2019-03-14,43.84
25234,32,Rio de Janeiro,286,Scania,2019-03-14,42.64
25233,32,Rio de Janeiro,288,Scania,2019-03-14,30.25
25232,31,Rio de Janeiro,277,Volvo,2019-03-14,32.19
25231,86,Rio de Janeiro,257,Volvo,2019-03-14,38.99
25230,84,Rio de Janeiro,261,Volvo,2019-03-14,36.26
25229,44,Rio de Janeiro,298,Scania,2019-03-14,32.12
25228,32,Rio de Janeiro,291,Volvo,2019-03-14,33.57
25227,84,Rio de Janeiro,265,Volvo,2019-03-14,44.32
25226,86,Rio de Janeiro,252,Scania,2019-03-14,35.63
25225,84,Rio de Janeiro,261,Volvo,2019-03-14,42.86
25224,32,Rio de Janeiro,286,Scania,2019-03-14,43.08
25223,44,Rio de Janeiro,298,Scania,2019-03-14,34.29
25222,83,Sao Paulo,217,Volvo,2019-03-14,38.51
25221,21,Sao Paulo,245,Volvo,2019-03-14,38.01
25220,83,Sao Paulo,229,Volvo,2019-03-14,43.08
25219,19,Sao Paulo,232,Scania,2019-03-14,30.20
25218,19,Sao Paulo,238,Scania,2019-03-14,41.15
25217,21,Sao Paulo,245,Volvo,2019-03-14,38.72
25216,19,Sao Paulo,233,Volvo,2019-03-14,34.91
25215,83,Sao Paulo,217,Volvo,2019-03-14,37.54
25214,19,Sao Paulo,232,Scania,2019-03-14,44.30
25213,21,Sao Paulo,245,Volvo,2019-03-14,32.88
25212,83,Sao Paulo,229,Volvo,2019-03-14,44.31
25211,21,Sao Paulo,244,Scania,2019-03-14,33.25
25210,19,Sao Paulo,233,Volvo,2019-03-14,33.72
25209,83,Sao Paulo,217,Volvo,2019-03-14,30.50
25208,21,Sao Paulo,246,Scania,2019-03-14,42.97
25207,21,Sao Paulo,244,Scania,2019-03-14,30.98
25206,21,Sao Paulo,244,Scania,2019-03-14,44.25
25205,83,Sao Paulo,229,Volvo,2019-03-14,38.23
25204,21,Sao Paulo,240,Scania,2019-03-14,30.74
25203,19,Sao Paulo,232,Scania,2019-03-14,42.64
25202,19,Sao Paulo,230,Scania,2019-03-14,42.18
25201,83,Sao Paulo,229,Volvo,2019-03-14,33.19
25200,19,Sao Paulo,233,Volvo,2019-03-14,37.32
25199,21,Sao Paulo,240,Scania,2019-03-14,36.38
25198,19,Sao Paulo,232,Scania,2019-03-14,38.49
25197,83,Sao Paulo,229,Volvo,2019-03-14,33.93
25196,21,Sao Paulo,246,Scania,2019-03-14,31.58
25195,19,Sao Paulo,233,Volvo,2019-03-14,30.29
25194,83,Sao Paulo,217,Volvo,2019-03-14,30.85
25193,19,Sao Paulo,232,Scania,2019-03-14,33.89
25192,83,Sao Paulo,217,Volvo,2019-03-14,30.62
